##Title: Ваенны руска-беларускі слоўнік
##HTMLDescription_BEGIN
<div>
	<p class="dictdesc-st">Створана на падставе:</p>
	<p><b>Ваенны руска-беларускі слоўнік</b>. Менск: Інстытут мовазнаўства, 1933. (часткова)</p>
</div>
<div>
	<p class="spoiler">Укладальнікі</p>
	<p>Ваенна-Тэрміналагічная камісія: Старшыня камісіі Кобленц, Члены камісіі: Калента, Карвоўскі, Мацюкевіч, Пятроў, Юргілевіч, Якубовіч, Яноўскі і сакратар Саломенік.</p>
	<p> </p>
	<p>Адказны рэдактар Я. Мацюкевіч.</p>
	<p>Стыльрэдактар А. Саломенік.</p>
	<p>Тэхнічны рэдактар Ул. Сьвірыдаў.</p>
	<p>Адказны карэктар Я. Раманоўская.</p>
	<p> </p>
	<p>Здана ў друк 13/II 1933 г.</p>
	<p>Вышла з друку 25-VI 1933 г.</p>
</div>
<div>
	<p class="spoiler">Прадмова</p>
	<p>Ваенна-тэрміналёгічная камісія пры Інстытуце Мовазнаўства АН паставіла перад сабой задачу − даць байцу Чырвонай арміі, асабліва тэрытарыяльных часьцей, слоўнік спэцыяльна ваенных тэрмінаў на беларускай мове.</p>
	<p>Пры ўкладаньні слоўніка ваенна-тэрміналёгічная камісія выходзіла з наступных прынцыпаў: 1) даць у невялікім слоўніку максымум тых тэрмінаў, якія зараз укараняюцца ў арміі ў сувязі з насычэньнем яе новай тэхнікай, матарызацыяй і мэханізацыяй; 2) даць такі слоўнік, які быў-бы пазбаўлены архаізмаў, палёнізмаў, што імкнупіся ўкараняць у армію нацдэмы, выходзячы з клясавых буржуазна-рэстаўратарскіх тэндэнцый, сваім „Практычным беларускім вайсковым слоўнікам”. </p>
	<p>Магчыма, слоўнік мае рад недахопаў. Гэтыя недахопы могуць быць выяўлены і выпраўленьі толькі пры актыўнай дапамозе саміх байцоу Чырвонай арміі. Таму ваен.-тэрм. кам. зварачаецца да ўсіх байцоў Чырвонай арміі, якія будуць карыстацца слоўнікам, прысылаць у камісію свае заўвагі на слоўнік, каб у другім выданьні ўсе недахопы выправіць.</p>
	<p>Для ўкладаньня рускага тэксту слоўніка скарыстаны статуты і настаўленьні для часьцей Чырвонай арміі, а таксама „Военный немецко-русский словарь“ і „Польско-русский словарь” Дзяржаўнага слоўніка-энцыклёпэдычнага выдавецтва (Москва, ОГИЗ, РСФСР, 1931 г.).</p>
	<p> </p>
	<p>В.-Т. К.</p>
</div>
##HTMLDescription_END
##ArticleLang: ru/be

##Chapter: 1. Агульная частка
абсорпционная жидкость (хим.)	абсарпцы´йная ва´дкасьць
абсцисса 	абсцы´са
авангард	аванга´рд
авангардный 	аванга´рдны
аванпост	аванпо´ст
авария	ава´рыя
август	жні´вень
авиатор	авія´тар
авиационный парк	авіяцы´йны парк
авиация	авія´цыя
авиетка	авіе´тка
авиограмма	авіягра´ма
авиоматка(авиаматка) (морск. - судно, приспособленное для несения большого числа самолетов)	авіяма´тка
авиопарк(авиапарк)	авіяпа´рк
авиоплощадка(авиаплощадка)	авіяпляцо´ўка
авиосоединение(авиасоединение)	авіязлучэ´ньне
авиочасть(авиачасть)	авіяча´сьць
аврал (морск. - общая работа на корабле, в которой принимае участие вся команда)	аўра´л
автол	аўто´л
автомат	аўтама´т
автоматизм	аўтаматы´зм
автоматический	аўтаматы´чны
автоматчик	аўтама´тчык
автомобиль	аўтамабі´ль
автомобильная колонная	аўтамабі´льная калё´на
автомобильное имущество	аўтамабі´льная маё´масьць
автомобильный транспорт	аўтамабі´льны тра´нспорт
автопереброска	аўтаперакі´дка
агент	агэ´нт
агентурная разведка	агэнту´рная выве´дка
агитавтомобиль	агітаўтамабі´ль
агитатор	агіта´тар
агитационно-пропагандистский	агітацы´йна-прапаганды´сцкі
агитация	агіта´цыя
агитировать	агітава´ць
агиткомпания	агіткампа´нія
агитповозка	агітпаво´зка
агитпункт	агітпу´нкт
агитснаряд	агітзнара´д
агитсуд	агітсу´д
агрегат	агрэга´т
агрессивный	агрэсы´ўны
адамсит (хим.)	адамсы´т
административный	адміністрацы´йны
администрация	адміністра´цыя
адрес	а´драс
ад'ютант	ад'юта´нт
азид свинца (хим.)	а´зід сьвінца´
азимут	а´зымут
азот (хим.)	азо´т
азотная кислота (хим.)	азо´тная кіслата´
азотный (хим.)	азо´тны
аккумулятор	акумуля´тар
акселератор (мал.танк.)	аксэлера´тар
актив	акты´ў
активированный уголь	актывізава´ны ву´галь
активист	актыві´ст
активная оборона	акты´ўная абаро´на
активный заряд	акты´ўны зара´д
актинический	актыні´чны
акустика	аку´стыка
акустический пеленгатор	акусты´чны пеленга´тар
акустический прибор	акусты´чны прыбо´р
алидада	аліда´да
алидада-высотомер	аліда´да-вышыняме´р
аллея	але´я
аллюминий	алюмі´ній
аллюр	алю´р
альвейер (ав.)	альвэ´ер
альтиметр	альтымэ´тр
альфа-гумин	а´льфа-гумі´н
амбразура	амбразу´ра
амбулатория	амбулято´рыя
аммиак (хим.)	амія´к
аммонийная селитра	амані´йная сялі´тра
амортизатор	амартыза´тар
амортизация	амартыза´цыя
ампер	ампэ´р
амперметр	ампэрмэ´тр
амплитуда	ампліту´да
ампула	а´мпула
амуниция	амуні´цыя
амуничивать	амуні´чваць
амуничник	амуні´чнік
амуничный	амуні´чны
ангар	анга´р
анемометр	анэмо´мэтр
анемометрическое обследование	анэмомэтры´чнае абсьле´даваньне
анилин	анілі´н
аннексия	анэ´ксія
аннулировать	анулява´ць
антабка(стр.)	анта´бка
антагонизм	антагані´зм
антена(антенна) (связь)	антэ´на
антииндуктор (св.)	антыінду´ктар
аппарат (св.)	апара´т
аппаратный	апара´тны
аппарель (в.-инж)	апарэ´ль
апрель	красаві´к
аптека	аптэ´ка
аптекарский	аптэ´карскі
арбитр	арбі´тр
аргумент	аргумэ´нт
ареометр	арэо´мэтр
арест	а´рышт
арестованный	арыштава´ны
арка	а´рка
аркан	арка´н
арматура	армату´ра
арматурный список	армату´рны сьпі´сак
армия	а´рмія
арсенал	арсэна´л
арсины (хим.)	арсі´ны
артезианский	артэзыя´нскі
артиллерия	артыле´рыя
артиллерия полковая	артыле´рыя палкава´я
артиллерия резерва Главного командования (АРГК)	артыле´рыя рэзэ´рву Гало´ўнага Кама´ндаваньня (АРГК)
артиллерийская часть	артылеры´йская часьць
артиллерийская школа	артылеры´йская шко´ла
артиллерийский огонь	артылеры´йскі аго´нь
артиллерийский полигон	артылеры´йскі паліго´н
артиллерийское довольствие	артылеры´йскае забесьпячэ´ньне
артиллерист	артылеры´ст
артхимстрельба	а´ртхімстральба´
арьергард	ар'ерга´рд
арьергардный	ар'ерга´рдны
асбест	азбэ´ст
асбестовый	азбэ´ставы
ассигновка	асыгно´ўка
асфальтированная оболочка (подр.дело)	асфальтава´ная абало´нка
атака	ата´ка
атаковать	атакава´ць
атмосфера	атмасфэ´ра
атташе	аташэ´
аттестат	атэста´т
аттестация	атэста´цыя
аттестовать	атэстава´ць
аудитория	аўдыто´рыя
ахтер-люк (морск. - внутреннее помещение в кормовой части корабля для хранения провизии)	ахцё´р-лю´к
ацетон	ацэто´н
аэродром	аэрадро´м
аэрометеорологическая станция	а´эрамэтэаралёгі´чная ста´нцыя
аэроплан	аэрапля´н
аэробомба	аэрабо´мба
аэроснимок	аэразды´мак
аэростат	аэраста´т
аэростатика	аэраста´тыка
аэротермометр	аэратэрмо´мэтр
аэрофотолаборатория	аэрафо´талябарато´рыя
аэрофотос'емка	аэрафо´тазды´мка
аэрохимбомба	а´эрахімбо´мба
аэрохимический налет	а´эрахімі´чны налё´т
аэрохимприбор	а´эрахімпрыбо´р
баба (мост.дело)	ба´ба
бабашка (автомоб.)	баба´шка
багор (отпорный крюк)	баго´р
база	ба´за
базис	ба´зіс
базисный	ба´зісны
бак (морск. - носовая часть судна до фок-мачты)	бак
бакан (в.-инж.)	бака´н
балансир (тракт.)	балянсі´р
балка	ба´лька
балласт	баля´ст
балластный реостат	баля´ставы рэаста´т
баллистика	балі´стыка
баллистические данные	балісты´чныя да´ныя
баллистический	балісты´чны
