glandulae sebaceae	сальные железы	са´льныя зало´зы	
glandulae sudoriferae	потовые железы	по´тавыя зало´зы	
glandulae ciliares (Molli)	ресничные железы (Молля)	ве´йкавыя зало´зы (Мо´льля)	
glandulae tarsales tubulosae (Wirchowi)	трубчатые железы хрящей век (Вирхова)	тру´бныя шчытко´выя зало´зы (Ві´рхова)	
conjunctiva	соединительная оболочка	злучальніца	@
plica semilunaris conjunctivae	полулунная складка соединительной оболочки	серпава´тая скла´дка злуча´льніцы	
caruncula lacrimalis	слезное мясцо	сьлё´знае мя´ска	
tunica conjunctiva bulbi	соединительная оболочка глазного яблока	злучальніца вочнага яблыка	
tunica conjunctiva palpebrarum	соединительная оболочка век	злуча´льніца паве´к	
fornix conjunctivae superior	верхний свод кон’юнктивы	ве´рхняе скляпе´ньне злуча´льніцы	
fornix conjunctivae inferior	нижний свод кон’юнктивы	ні´жняе скляпе´ньне злуча´льніцы	
glandulae mucosae (Krausei)	слизистые железы (Краузе)	сьлізявы´я зало´зы (Кра´ўзэ)	
noduli lymphatici conjunctivales	лимфатические узелки соединительной оболочки	лімфаты´чныя ву´зьлікі злуча´льніцы	
pinguecula	желтоватое пятно на белочной оболочке глаза у пожилых людей	тлу´шчык	
saccus conjunctivae	мешок соединительной оболочки	мяшо´к злуча´льніцы	
apparatus lacrimalis	слезный аппарат	сьлё´зны апара´т	@
glandula lacrimalis superior	верхняя слезная железа	ве´рхняя сьлё´зная зало´за	
glandula lacrimalis inferior	нижняя слезная железа	ні´жняя сьлё´зная зало´за	
glandulae lacrimales accessoriae	прибавочные слезные железы	дадатко´выя сьлё´зныя зало´зы	
ductuli excretorii gl. lacrimalis	выводные канальцы слезной железы	выво´дныя право´дзікі сьлё´знае зало´зы	
rivus lacrimalis [242]	слезный жолоб	сьлё´зны жалабо´к	
lacus lacrimalis	слезное озеро	сьлё´знае во´зера	
puncta lacrimalia	слезные точки	сьлё´зныя пу´нкты	
ductus lacrimales	слезные каналы	сьлё´зныя хо´ды	
papillae lacrimales	слезные сосочки	сьлё´зныя сысо´чкі	
ampulla ductus lacrimalis	расширение слезного канала	гарлачык сьлё´знага право´ду	
saccus lacrimalis	слезный мешок	сьлё´зны мяшок	
fornix sacci lacrimalis	свод слезного мешка	скляпе´ньне сьлё´знага мяшка´	
ductus nasolacrimalis	носослезный проток	но´сасьлё´зны право´д	
plica lacrimalis (Hasneri)	слезная складка (Гаснера)	сьлё´зная скла´дка (Га´снэра)	
lacrimae	слезы	сьлё´зы	
pars papillaris ductus lacrimalis	сосочковая часть слезного канала	сысо´чкавая ча´стка сьлё´знага право´ду	
angustiae ductus lacrimalis	сужения слезноro канала	звужэ´ньні сьлё´знага право´ду	
sinus sacci lacrimalis superior (Maieri)	верхняя пазуха слезного мешка (Майера)	ве´рхняя па´зуха сьлё´знага мяшка´ (Ма´йера)	
sinus sacci lacrimalis inferior (Arltii)	нижняя пазуха слезного мешка (Арльта)	ні´жняя па´зуха сьлё´знага мяшка´ (А´рльта)	
valvula lacrimalis superior (Merkeli)	верхняя слезная заслонка (Меркеля)	ве´рхняя сьлё´зная засло´нка (Мэ´ркеля)	
valvula lacrimalis inferior (Krausei)	нижняя слезная заслонка (Краузе)	ні´жняя сьлё´зная засло´нка (Кра´ўзэ)	
organon spatii et auditus	орган равновесия и слуха	о´рган прасто´ры і слу´ху	@@@
auris interna	внутреннее ухо	нутрано´е ву´ха	@@
labyrinthus membranaceus	перепончатый лабиринт	бало´нчасты лябіры´нт	@
ductus endolymphaticus	эндолимфатический проток	ну´тралімфаты´чны право´д	
saccus endolymphaticus	эндолимфатический мешок	ну´тралімфаты´чны мяшо´к	
ductus utriculosaccularis	проток из эллиптического в круглый мешочек	право´д з эліпты´чнага ў кру´глы мяшо´чак	
utriculus [243]	эллиптический мешок	эліпты´чны мяшо´чак	
ductus semicirculares	полукружные каналы	паўкругавы´я право´ды	
ductus semicircularis superior	верхний полукружный канал	ве´рхні паўкругавы´ право´д	
ductus semicircularis posterior	задний полукружный канал	за´дні паўкругавы´ право´д	
ductus semicircularis lateralis	наружный полукружный канал	бакавы´ паўкругавы ´право´д	
ampullae membranaceae	перепончатые расширения	бало´нчастыя гарла´чыкі	
sulcus ampullaris	борозда расширения	гарла´чыкавая баразна´	
crista ampullaris	гребешок расширения	гарла´чыкавы грабе´нчык	
ampulla membranacea superior	верхнее перепончатое расширение	ве´рхні бало´нчасты гарла´чык	
ampulla membranacea posterior	заднее перепончатое расширение	за´дні бало´нчасты гарла´чык	
Ampulia membranacea lateralis	наружное перепончатое расширение	бакавы´ бало´нчасты гарла´чык	
sacculus	круглый мешок	кру´глы мяшо´чак	
ductus reuniens (Henseni)	соединительный проток (Гензена)	злуча´льны право´д (Гэ´нсэна)	
maculae acusticae	слуховые пятна	слухавы´я пля´мкі	
macula acustica utriculi	слуховое пятно эллиптического мешка	слухава´я пля´мка эліпты´чнага мяшо´чка	
macula acustica sacculi	слуховое пятно круглого мешка	слухава´я пля´мка кру´глага мяшо´чка	
otoconia	слуховые песчинки	слухавы´я пяшчы´нкі	
endolympha	эндолимфа	ну´тралі´мфа	
perilympha	перилимфа	вако´льная лі´мфа	
spatium perilymphaticum	перилимфатическое пространство	вако´л-лімфаты´чная прасто´ра	
ductus perilymphatici	перилимфатические протоки	вако´л-лімфаты´чныя право´ды	
ductus  cochlearis	улитковый проток	скру´тачны право´ д	@
coecum cupulare	слепой верхушечный мешок	вяршко´вая сьляпа´я за´вараць	
coecum vestibulare	слепой мешок преддверия	прысе´начная сьляпа´я за´вараць	
lamina basilaris	основная пластинка	асно´ўны пласто´к	
membrana vestibularis (Reissneri)	перепонка преддверия (Рейсснера)	прысе´начная бало´на (Рэ´йсснэра)	
ligamentum spirale cochleare	спиральная связка улитки	сьпіра´льны скру´тачны вяз	
prominentia spiralis	спиральный выступ	сьпіра´льная вы´пукліна	
stria vascularis	сосудистая noлоска	судзі´нная пало´ска	
sulcus spiralis	спиральная борозда	сьпіра´льная баразна´	
labium tympanicum	барабанная губа	бубе´нная губа´	
foramina nervosa	отверстия для нервов	атво´рыны для нэ´рваў	
labium vestibulare	губа преддверия	прысе´начная губа´	
ganglion spirale cochleae	спиральный узел улитки	сьпіра´льны ву´зел скру´тка	
sinus posterior utriculi (Retzius)	задняя пазуха эллиптического мешочка (Ретциуса)	за´дняя па´зуха эліпты´чнага мяшо´чка (Рэ´тцыуса)	
organon spirale (Corti)	спиральный орган (Корти)	сьпіра´льны о´рган (Ко´рты)	@
arcus spiralis	спиральная дуга	сьпіра´льная дуга´	
columnae internae	внутренние столбы	нутраны´я слупкі´	
columnae externae	наружные столбы	во´нкавыя слупкі´	
fissurae interpilares	межволосковые щели	міжваласко´выя шчы´ліны	
membrana reticularis	сетчатая перепонка	сеткава´тая бало´на	
membrana tectoria (Corti)	покрышечная перепонка (Корти)	накрыўна´я бало´на (Ко´рты)	
vasa auris internae	сосуды внутреннего уха	судзі´ны нутрано´га ву´ха	@
arteria auditiva interna	внутренняя слуховая артерия	нутрана´я слухава´я артэ´рыя	
rami vestibulares	ветви преддверия	прысе´начныя галі´ны	
ramus cochleae	ветвь улитки	скру´тачная галі´на	
glomeruli arteriosi cochleae	сосудистые клубочки улитки	артэрыя´льныя клубо´чкі скру´тка	
venulae auditivae internae	внутренние слуховые вены	нутраны´я слухавы´я вэ´ны	
vena spiralis modioli	спиральная вена стержня	сьпіра´льная вэ´на стры´жня	
vas prominens s. venaspiralis externa	выступающий сосуд  или наружная спиральная вена	выпіна´льная судзі´на альбо во´нкавая сьпі ра´льная вэ´на	
venulae vestibulares	вены преддверия	прысе´начныя вэ´ны	
vena aquaeductus vestibuli	вена водопровода преддверия	вэ´на вадаправо´ду прысе´нка	
vena canaliculi cochleae	вена канальца улитки	вэ´на хо´дзіку скру´тка	
ramus stapedius a. stylomastoideae	ветвь к стремени шилососцевидной артерии	страмянна´я галі´на шылава´та-сыскава´тае артэ´рыі	
vas spirale internum	внутренний спиральный сосуд	нутрана´я сьпіра´льная судзі´на	
labyrinthus osseus	костный лабиринт	ко´сны лябіры´нт	@@
vestibulum	преддверие	прысе´нак	@
recessus sphericus	сферический карман	кру´глы вы´ступ	
recessus ellipticus	эллиптический карман	эліпты´чны вы´ступ	
crista vestibuli	гребешок преддверия	грабе´нчык прысе´нка	
pyramis vestibuli	пирамидка преддверия	пірамі´да прысе´нка	
recessus cochlearis	карман улитки	скру´тачны вы´ступ	
maculae cribrosae	решетчатые пятна	сіткава´тыя пля´мкі	
macula cribrosa superior	верхнее решетчатое пятно	ве´рхняя сіткава´тая пля´мка	
macula cribrosa media	среднее решетчатое пятно	сярэ´дняя сіткава´тая пля´мка	
macula cribrosa inferior	нижнее решетчатое пятно	ні´жняя сіткава´тая пля´мка	
canales semicirculares ossei	костные полукружные каналы	ко´сныя поўкругавы´я хо´ды	
canalis semicircularis superior	верхний полукружный канал	ве´рхні поўкругавы´  ход	
canalis semicircularis posterior	задний полукружный канал	за´дні поўкругавы´  ход	
canalis semicircularis lateralis	наружный полукружный канал	бакавы´ поўкругавы´  ход	
ampullae osseae	костные расширения	ко´сныя гарла´чыкі	
ampulla ossea superior	верхнее костное расширение	ве´рхні ко´сны гарла´чык	
ampulla ossea posterior	заднее костное расширение	за´дні ко´сны гарла´чык	
ampulla ossea lateralis	наружное костное расширение	бакавы´ ко´сны гарла´чык	
crura ampullaria	ножки расширений	гарла´чыкавыя но´жкі	
crus commune	общая ножка	супо´льная но´жка	
crus simplex	простая ножка	про´стая но´жка	
cochlea [227]	улитка	скру´так	@
cupula	верхушка	вяршо´к	
basis cochleae	основание улитки	асно´ва скру´тка	
canalis spiralis cochleae	спиральный канал улитки	сьпіра´льны ход скру´тка	
modiolus	стержень	стрыжэ´нь	
basis modioli	основание стержня	асно´ва стрыжня´	
lamina modioli	пластинка стержня	пласто´к стрыжня´	
lamina spiralis ossea	костная спиральная пластника	ко´сны сьпіра´льны пласто´к	
hamulus laminae spiralis	крючок спиральной пластинки	кручо´к сьпіра´льнага пластка´	
scala vestibuli	лестница преддверия	схо´ды прысе´нка	
scala tympani	лестница барабана	схо´ды бу´бна	
helicotrema	отверстие улитки	скру´ткавая атво´рына	
lamina spiralis secundaria	вторичная спиральная пластинка	дру´гаступянё´вы сьпіра´льны пласто´к	
canalis spiralis modioli	спиральный канал стержня	сьпіра´льны ход стрыжня´	
canales longitudinales modioli	продольные каналы стержня	прадо´ўжныя хо´ды стрыжня´	
pars vestibularis cochleae	преддверная часть улиткі	прысе´нкавая ча´стка скру´тка	
lamina spiralis membranacea	спиральная перепончатая пластинка	сьпіра´льны бало´нчасты пласто´к	
fissura spiralis	спиральная щель	сьпіра´льная шчы´ліна	
meatus acusticus internus	внутренний слуховой проход	нутраны´ слухавы´ прахо´д	@
porus acusticus internus	внутреннее слуховое отверстие	нутрана´я слухава´я атво´рына	
fundus meatus acustici interni	дно внутреннего слухового прохода	дно нутрано´га слухаво´га прахо´ду	
crista transversa	поперечный гребешок	папяро´чны грабе´нчык	
area n. facialis	кружок лицевого нерва	кружо´к тва´рнае нэ´рвы	
area cochleae	кружок улитки	кружо´к скру´тка	
tractus spiralis foraminosus	спиральный тракт отверстий	сьпіра´льны дзіркава´ты тракт	
area vestibularis superior	верхний кружок преддверия	ве´рхні прысе´начны кружо´к	
area vestibularis inferior	нижний кружок преддверия	ні´жні прысе´начны кружо´к	
foramen singulare	простое отверстие	адзіно´чная дзі´рка	
cavum tympani	барабанная полость	бубе´нная по´ласьць	@@
paries tegmentalis	крышечная стенка	ве´чкавая сь це´ н к а	@
recessus epitympanicus	надбарабанный карман	надбубе´нная за´вараць	
pars cupularis	сводчатая часть	вяршо´чная ча´стка	
paries jugularis	яремная стенка	ярэ ´мная  сьце´нка	@
prominentia styloidea	шиловидное возвышение	шылава´тая вы´пукліна	
paries labyrinthica	стенка лабиринта	лябіры´нтная сьце´нка	@
fenestra vestibuli	окно преддверия	вакно´ прысе´нка	
fossula fenestrae vestibuli	ямка окна преддверия	я´мінка вакна´ прысе´нка	
promontorium	мыс	вы´ступ	
sulcus promontorii	борозда мыса	баразна´ вы´ступу	
subiculum promontorii	подошва мыса	падашва´ вы´ступу	
sinus tympani	барабанная пазуха	бубе´нная па´зуха	
fenestra cochleae	окно улитки	вакно´ скру´тка	
fossula fenestrae cochleae	ямка окна улитки	я´мінка вакна´ скру´тка	
processus cochleariformis	ложечковидный отросток	лыжкава´ты ато´жылак	
paries mastoidea	сосцевидная стенка	сыскава´тая сьце´нка	@
antrum tympanicum	барабанная neщера	бубе´нная пячо´ра	
prominentia canalis semicircularis …	выпуклость наружного полукружного канала	вы´пукліна бакаво´га поўкругаво´га  хо´ду	
prominentia canalis facialis	выпуклость канала лицевого нерва	вы´пукліна хо´ду тва´рнае нэ´рвы	
eminentia pyramidalis	пирамидальное возвышение	пірамід´нае ўзвы´шша	
fossa incudis	ямка наковальни	я´міна кава´дла	
sinus posterior	задняя пазуха	за´дняя па´зуха	
apertura tympanica canaliculi chordae	барабанное отверстие канальца струны	бубе´нная атво´рына на хо´дзіку стру´ны	
cellulae mastoideae	сосцевидные клетки	сыскава´тыя камо´ркі	
cellulae tympanicae	барабанные клетки	бубе´нныя камо´ркі	
paries carotica	сонная стенка	со´нная  сьце´ нка	@@
paries membranacea	перепончатая стенка	бало´нчастая сьце´ нка	@@
membrana tympani	барабанная перепонка	бубе´нная бало´на	@
pars flaccida [244]	ненапряженная часть	ненапру´жаная ча´стка	
pars tensa	напряженная часть	напру´жаная ча´стка	
limbus membranae tympani	край барабанной перепонки	край бубе´ннае бало´ны	
plica malleolaris anterior	передняя складка молоточка	пярэ´дняя малато´чкавая скла´дка	
plica malleolaris posterior	задняя складка молоточка	за´дняя малато´чкавая скла´дка	
prominentia malleolaris	выступ молоточка	малато´чкавая вы´пукліна	
stria malleolaris	полоса молоточка	малато´чкавая пало´ска	
umbo membranae tympani	пупок барабанной перепонки	пупо´к бубе´ннае бало´ны	
stratum cutaneum	кожный слой	ску´рны пласт	
annulus fibrocartilagineus	волокнистохрящевое кольцо	валакні´стахрастко´вае ко´лца	
stratum radiatum	слой по радиусам идущих волокон	прамяні´сты пласт	
stratum circulare	круговой слой	кругавы´ пласт	
stratum mucosum	слизистый слой	сьлізявы´ пласт	
foramen membranae flaccidae (Rivini)	отверстие ненапряженной перепонки (Ривини)	атво´рына ненапру´жанае бало´ны (Рыві´ні)	
lamina propria	собственная пластинка	ула´сны пласто´к	
trigonum interradiale	межрадиальный треугольник	міжпраме´ньневы трыку´тнік	
vasa membranae tympani	сосуды барабанной перепонки	судзі´ны бубе´ннае бало´ны	
arteriae marginales	краевые артерии	прыкра´йнія артэ´рыі	
arteria manubrialis externa	наружная артерия ручки	во´нкавая ру´чкавая артэ´рыя	
arteria manubrialis interna	внутренняя артерия ручки	нутрана´я ру´чкавая артэ´рыя	
plexus venosus manubrii	венозное сплетение ручки	вэ´ннае спляце´ньне ру´чкі	
plexus venosus marginalis	краевое венозное сплетение	прыкра´йняе вэ´ннае спляце´ньне	
ossicula auditus	слуховые косточки	слухавы´я ко´стачкі	@@
stapes	стремя	страмяно´	@
capitulum stapedis	головка стремени	гало´ўка страмяна´	
crus anterius s. rectilineum	передняя ножка или прямолинейная	пярэ´дняя но´жка альбо´ про´сталіне´йная	
crus posterius s. curvilineum	задняя ножка или криволинейная	за´дняя но´жка альбо´ крываліне´йная	
basis stapedis	основание стремени	асно´ва страмяна´	
incus	наковальня	кава´ дла	@
corpus incudis	тело наковальни	це´ла кава´дла	
crus longum	длинная ножка	до´ўгая но´жка	
processus lenticularis	чечевицеобразный отросток	сачаві´чны адро´стак	
crus breve	короткая ножка	каро´ткая но´жка	
malleus	молоточек	малато´к	@
manubrium mallei	рукоятка молоточка	ру´чка малатка´	
capitulum mallei	головка молоточка	гало´ўка малатка´	
collum mallei	шейка молоточка	шы´йка малатка´	
processus lateralis	наружный отросток	бакавы´ адро´стак	
processus anterior (Folii)	передний отросток (Фолиуса)	пярэ´дні адро´стак (Фо´лія)	
articulationes ossiculorum auditus	сочленения слуховых косточек	суста´вы слухавы´х ко´стачак	@
articulatio incudomalleolaris	сочленение между наковальней и молоточком	кава´дламалатко´вая суста´ва	
articulatio incudostapedia	сочленение между наковальней и стременем	кава´дластрамянна´я сустава	
syndesmosis tympanostapedia	барабанностременной синдесмоз	бубе´ннастрамянны´ вя´зазро´ст	
ligamenta ossiculorum auditus	связки слуховых косточек	вя´зы слухавы´х ко´стачак	@
ligamentum mallei anterius	передняя связка молоточка	пярэ´дні вяз малатка´	
ligamentum mallei superius	верхняя связка молоточка	ве´рхні вяз малатка´	
ligamentum mallei laterale	наружная связка молоточка	бакавы´ вяз малатка´	
ligamentum incudis superius	верхняя связка наковальни	ве´рхні вяз кава´дла	
ligamentum incudis posterius	задняя связка наковальни	за´дні вяз кава´дла	
membrana obturatoria stapedis	запирательная перепонка стремени	замыка´льная бало´на страмяна´	
ligamentum annulare baseos stapedis	кольцеобразная связка основания стремени	персьценява´ты вяз асно´вы страмяна´	
musculus fixator baseos stapedis	мышца, фиксирующая основание стремени	цяглі´ца стрыма´льніца асно´вы страмяна´	
musculi ossiculorum auditus	мышцы слуховых косточек	цяглі´цы слухавы´х ко´стачак	@
musculus tensor tympani	мышца, напрягающая барабанную перепонку	цяглі´ца напружа´льніца бубе´ннае бало´ны	
musculus stapedius	мышца стремени	страмянна´я цяглі´ца	
tunica mucosa tympanica	слизистая оболочка барабанной полости	бубе´нная сьлі´зьніца	@
glandulae tympanicae	барабанные железы	бубе´нныя зало´зы	
plica malleolaris anterior	передняя складка молоточка	пярэ´дняя малатко´вая скла´дка	
plica malleolaris posterior	задняя складка молоточка	за´дняя малатко´вая скла´дка	
recessus membranae tympani anterior	передний карман барабанной перепонки	пярэ´дняя за´вараць бубе´ннае бало´ны	
recessus membranae tympani superior	верхний карман барабанной перепонки	ве´рхняя за´вараць бубе´ннае бало´ны	
recessus membranae tympani posterior	задний карман барабанной перепонки	за´дняя за´вараць бубе´ннае бало´ны	
plica incudis	складка наковальни	скла´дка кава´дла	
plica stapedis	складка стремени	скла´дка страмяна´	
membrana tympani secundaria	вторичная барабанная перепонка	другаступянё´вая бубе´нная бало´на	
tuba auditiva (Eustachii)	слуховая труба (Евстахия)	слухава´я труба´ (Эўста´хі я)	@
ostium tympanicum tubae auditivae	барабанное отверстие слуховой трубы	бубе´нная атво´рына слухаво´е трубы´	
pars ossea tubae auditivae	костная часть слуховой трубы	ко´сная ча´стка слухаво´е трубы´	
isthmus tubae auditivae	перешеек слуховой трубы	пярэ´смык слухаво´е трубы´	
cellulae pneumaticae tubariae	воздушные клетки трубы	паве´траныя камо´ркі трубы´	
pars cartilaginea tubae auditivae	хрящевая часть слуховой трубы	храстко´вая ча´стка слухаво´е трубы´	
cartilago tubae auditivae	хрящ слуховой трубы	храсто´к слухаво´е трубы´	
lamina cartilaginis medialis	внутренняя пластинка хряща	прысярэ´дні пласто´к храстка´	
lamina cartilaginis lateralis	наружная пластинка хряща	бакавы´ пласто´к храстка´	
lamina membranacea	перепончатая пластинка	бало´нчасты пласто´к	
tunica mucosa	слизистая оболочка	сьлі´зьніца	
glandulae mucosae	слизистые железы	сьлізявы´я зало´зы	
noduli lymphatici tubarii	лимфатические узелки трубы	лімфаты´чныя ву´зьлікі трубы´	
ostium pharyngeum tubae auditivae	глоточное отверстие слуховой трубы	гло´тачная атво´рына слухаво´е трубы´	
meatus acusticus externus	наружный слуховой проход	во´нкавы слухавы´ прахо´д	@
porus acusticus externus	наружное слуховое отверстие	во´нкавая слухава´я атво´рына	
incisura tympanica (Rivini)	барабанная вырезка (Ривини)	бубе´нная вы´разка (Рыві´ні)	
meatus acusticus externus cartilagineus	хрящевой наружный слуховой проход	храстко´вы во´нкавы слухавы´ прахо´д	
cartilago meatus acustici	хрящ слухового прохода	храсто´к слухаво´га прахо´ду	
incisurae cartilaginis meatus acustici externi 	вырезки хряща наружного слухового прохода (Санторина)	вы´разкі храстка´ во´нкавага слухаво´га прахо´ду (Санторы´на)	
lamina tragi [245]	пластинка козелка	пласто´к ко´зьліка	
ligamentum annulare meatus acustici externi	кольцеобразная связка наружного слухового прохода	персьценява´ты вяз во´нкавага слухаво´га прахо´ду	
glandulae ceruminosae	железы, выделяющие ушную серу	ву´шнасе´ркавыя зало´зы	
cerumen	ушная сера	вушна´я се´рка	
auricula [246]	ушная раковина	ву´ха	@
lobulus auriculae	ушная долька	до´лька ву´ха	
cartilago auriculae	хрящ ушной раковины	храсто´к ву´ха	
helix [247]	завиток	за´крутка	
crus helicis	ножка завитка	но´жка за´круткі	
spina helicis	ость завитка	восьць за´круткі	
cauda helicis	хвост завитка	хвост за´круткі	
anthelix	противузавиток	про´ціза´крутка	
fossa triangularis auriculae	треугольная ямка ушной раковины	трыку´тная я´міна ву´ха	
crura anthelicis	ножки противузавитка	но´жкі про´ціза´круткі	
scapha	ладья	чаўно´к	
concha auriculae	собственно раковина уха	чарапа´шына ву´ха	
cymba conchae	челнок раковины	чаўно´к чарапа´шыны	
cavum conchae	полость раковины	по´ласьць чарапа´шыны	
antitragus	противукозелок	про´ціко´зьлік	
tragus [245]	козелок	ко´зьлік	
incisura anterior auris	передняя вырезка уха	пярэ´дняя вы´разка ву´ха	
incisura intertragica	вырезка между козелками	міжко´зьлікавая вы´разка	
tuberculum auriculae (Darwini)	бугорок ушной раковины (Дарвина)	грудо´к ву´ха (Да´рвіна)	
apex auriculae (Darwini)	верхушка ушной раковины (Дарвина)	вяршо´к ву´ха (Да´рвіна)	
sulcus auriculae posterior	задняя борозда ушной раковины	за´дняя баразна´ ву´ха	
tuberculum supratragicum	надкозелковый бугорок	надко´зьлікавы грудо´к	
isthmus cartilaginis auris	перешеек хряща ушной раковины	пярэ´смык храстка´ ву´ха	
incisura terminalis auris	конечная вырезка уха	канцавая выразка вуха	
fissura antitragohelicina	щель между противукозелком и завитком	про´ціко´зьлікава-за´круткавая шчы´ліна	
sulcus anthelicis transversus	поперечная борозда противузавитка	папяро´чная баразна´ за´круткі	
sulcus cruris helicis	борозда ножки завитка	баразна´ но´жкі за´круткі	
fossa anthelicis	ямка противузавитка	я´міна про´ціза´круткі	
eminentia conchae	возвышение от собственно раковины	узвы´шша чарапа´шыны	
eminentia scaphae	возвышение от ладьи	узвы´шша чаўнака´	
eminentia fossae triangularis	возвышение от треугольной ямки	узвы´шша трыку´тнае я´міны	
ligament auricularia (Valsalvae)	связки ушной раковины (Вальсальвы)	вушны´я вя´зы (Вальса´львы)	
ligamentum auriculare anterius	передняя связка ушной раковины	пярэ´дні вушны´ вяз	
ligamentum auriculare superius	верхняя связка ушной раковины	ве´рхні вушны´ вяз	
ligamentum auriculare posterius	задняя связка ушной раковины	за´дні вушны´ вяз	
musculus helicis major	большая мышца завитка	бо´льшая цяглі´ца за´круткі	
musculus helicis minor	малая мышца завитка	ме´ншая цяглі´ца за´круткі	
musculus tragicus	козелковая мышца	ко´зьлікавая цяглі´ца	
musculus pyramidalis auriculae…	пирамидальная мышца ушной раковины (Юнга)	пірамі´дная цяглі´ца ву´ха (Ю´нга)	
musculus antitragicus	противукозелковая мышца	про´ціко´зьлікавая цяглі´ца	
musculus transversus auriculae	поперечная мышца ушной раковины	папяро´чная цяглі´ца ву´ха	
musculus obliquus auriculae	косая мышца ушной раковины	уко´сная цяглі´ца ву´ха	
musculus incisurae helicis santorini	мышца вырезки завитка (Санторина)	цяглі´ца вы´разкі за´круткі (Санторы´на)	
barbula tragi	бородка козелка	баро´дка ко´зьліка	
agger perpendicularis	перпендикулярный вал	про´ставе´сны ва´лак	
rima helicis	щель завитка	про´разь за´круткі	
musculus styloauricularis (Hyrtli)	шилораковинная мышца (Гиртля)	шылава´тавушна´я цяглі´ца (Гі´ртля)	
organon olfactus 	орган обоняния 	о´рган  ню´ху	@
organon gustus	орган вкуса	о´рган сма´ку	@
caliculi gustatorii	вкусовые чашечки	сма´кавыя ча´рачкі	
integumentum c ommune	наружный кожный покров	агу´льнае пакрыцьцё´	@@
cutis [248]	кожа	ску´ра	@
sulci cutis	кожные бороздки	баро´зны ску´ры	
cristae cutis	кожные гребешки	грабе´нчыкі ску´ры	
retinacula cutis	кожные удерживающие связки	стрыма´льныя вя´зы ску´ры	
toruli tactiles	осязательные мякиши	датыка´льныя ва´лачкі	
foveola coccygia	копчиковая ямка	хвастко´вая я´мка	
ligamentum caudale	хвостовая связка	хвастко´вы вяз	
epidermis [248]	кожица	надску´рка	@
stratum corneum	роговой слой	рагавы´ пласт	
stratum germinativum (Malpighii)	зачатковый слой (Мальпигия)	пло´дны пласт (Мальпі´гія)	
stratum granulosum	зернистый слой	зернава´ты пласт	
stratum lucidum	блестящий слой	бліску´чы пласт	
corium [248]	собственно кожа	уласьці´вая ску ´ра	@
tunica propria	собственная оболочка	ула´сная павало´ка	
corpus papillare	сосочковое тело	сысо´чкавае це´ла	
papillae	сосочки	сысо´чкі	
tela subcutanea	подкожная ткань	падску´рная тка´нка	@
panniculus adiposus	подкожный жирный слой	падску´рны тлу´шчавы пласт	
corpuscula nervorum terminalia	конечные нервные тельца	канцавы´я нэрво´выя це´льцы	@
corpuscula bulboidea (Krausii)	конечные колбы (Краузе)	кру´глыя це´льцы (Кра´ўзэ)	
corpuscula lamellosa (Vateri, Pacini)	пластинчатые тельца (Фатера, Пачиния)	пластко´вые це´льцы…	
corpuscula tactus (Meissneri)	осязательные тельца (Мейсснера)	це´льцы до´тыку (Мэ´йсснэра)	
corpuscula nervorum genitalia	нервные половые тельца	нэрво´выя пло´цьцевыя це´льцы	
corpuscula nervorum articularia	нервные суставные тельца	нэрво´выя суста´ўныя це´льцы	
pili	волосы	валасы´	@
lanugo	пушок	пушо´к	
capilli	волосы головы	валасы´ на галаве´	
supercilia	волосы бровей	бро´ўныя валасы´	
cilia	ресницы	ве´йкі	
barba	борода	барада´	
tragi	ушные волосы	вушны´я валасы´	
vibrissae	волосы ноздрей	валасы´ но´здраў	
hirci	волосы подкрыльцовой впадины	пахавы´я валасы´	
pubes	лобковые волосы	лабко´выя валасы´	
folliculum pili	волосяной мешочек	мяшо´чак во´ласа	
fundus folliculi pili	дно волосяного мешочка	дно мяшо´чка во´ласа	
collum folliculi pili	шейка волосяного мешочка	шы´йка мяшо´чка во´ласа	
papilla pili	сосок волоса	сысо´к во´ласа	
scapus pili	стержень волоса	стрыжэ´нь во´ласа	
radix pili	корень волоса	ко´рань во´ласа	
bulbus pili	луковица волоса	цыбу´ліна во´ласа	
musculi arrectores pilorum	мышцы волосяного мешка	цяглі´цы напружа´льніцы валасо´ў	
flumina pilorum	дорожки из волос	ручаі´ валасо´ў	
vortices pilorum	вихри волос	віры´ валасо´ў	
vortex coccygeus	копчиковый вихрь	хвастко´вы вір	
apex pili	верхушка волоса	вяршо´к во´ласу	
ungues	ногти	пазно´гці	@
matrix unguis [249]	ногтевое ложе	ма´ціца пазно´гця	
cristae matricis unguis	гребешки ногтевого ложа	грабе´нчыкі пазно´гцевае ма´ціцы	
sulcus matricis unguis	борозда ногтевого ложа	баразна´ пазно´гцевае ма´ціцы	
vallum unguis	ногтевой валик	пазно´гцевы ва´лак	
corpus unguis	тело ногтя	це´ла пазно´гця	
radix unguis	корень ногтя	ко´рань пазно´гця	
lunula	серповидное пятно	сярпо´к	
margo occultus	скрытый край	схава´ны край	
margo liber	свободный край	во´льны край	
margo lateralis	боковой край	бакавы´ край	
stratum corneum unguis	роговой слой ногтя	рагавы´ пласт пазно´гця	
stratum germinativum unguis	зародышевый слой ногтя	пло´дны пласт пазно´гця	
glandulae cutis	железы кожи	зало ´зы  ску´ ры	@@
glandulae glomeriformes	клубочковые железы	клубо´чкавыя зало´зы	@
