facies medialis hemisphaerii	внутренняя поверхность полушария	прысярэ´дняя паве´рхня паўку´лі	@
sulcus corporis callosi	борозда мозолистого тела	баразна мазолістага цела	
sulcus cinguli	поясная борозда	баразна´ по´ясу	
pars subfrontalis	подлобная часть	падло´бная ча´стка	
pars marginalis	краевая часть	кра´йняя ча´стка	
sulcus subparietalis	подтеменная борозда	падцемянна´я баразна´	
fissura hippocampi	борозда Аммониева рога	баразна´ мо´рскага каня´	
gyrus fornicatus	сводчатая извилина	скляпе´нная лукаві´на	
gyrus cinguli	поясная извилина	лукаві´на по´ясу	
isthmus gyri fornicati	перешеек сводчатой борозды	пярэ´смык скляпе´ннае лукаві´ны	
gyrus hippocampi	извилина Аммониева рога	лукаві´на мо´рскага каня´	
uncus gyri hippocampi	крючок извилины Аммониева рога	кручо´к лукаві´ны мо´рскага каня´	
substantia reticularis alba (Arnoldi)	белое сетчатое вещество (Арнольда)	бе´лая сеткава´тая матэ´рыя (Арно´льда)	
lobulus paracentralis	околоцентральная долька	прыцэнтра´льная до´лька	
praecuneus	предклиние	прадклі´ньне	
fissura parieto-occipitalis	теменнозатылочная щель	це´меннапаты´лічная шчы´ліна	
fissura calcarina	щель шпоры птицы	шпо´равая шчы´ліна	
cuneus	клин	клін	
corpus callosum.	мозолистое тело	мазо´лістае цел´а	@
splenium corporis callosi [218]	утолщение мозолистого тела	стаўшчэ´ньне мазо´лістага це´ла	
Truncus corporis callosi	ствол мозолистого тела	ствол мазо´лістага це´ла	
genu corporis callosi	колено мозолистого тела	кале´на мазо´лістага це´ла	
rostrum corporis callosi	клюв мозолистого тела	дзюб мазо´лістага це´ла	
lamina rostralis	пластинка клюва	дзюбны´ пласто´к	
striae transversae	поперечные полосы	папяро´чныя па´скі	
stria longitudinalis medialis	срединная продольная полоса	прысярэ´дні прадо´ўжны па´сак	
stria longitudinalis lateralis	боковая продольная полоса	бакавы´ прадо´ўжны па´сак	
fasciola cinerea	серая повязочка	папялі´стая тасе´мачка	
fornix	свод	скляпе´ньне	@
crus fornicis	задняя ножка свода	но´жка скляпе´ньня	
corpus fornicis	тело свода	це´ла скляпе´ньня	
taenia fornicis	ремешок свода	тасе´мка скляпе´ньня	
columna fornicis	передняя ножка свода	слупо´к скляпе´ньня	
pars libera columnae fornicis	свободная часть передней ножки свода	во´льная ча´стка слупка´ скляпе´ньня	
pars tecta columnae fornicis	прикрытая часть передней ножки свода	прыкры´тая ча´стка слупка´ скляпе´ньня	
saeptum pellucidum	прозрачная перегородка	празры´стая перагаро´дка	@
lamina saepti pellucidi 	пластинка прозрачной перегородки	пласто´к празры´стае перагаро´дкі	
cavum saepti pellucidi	полость прозрачной перегородки	по´ласьць празры´стае перагаро´дкі	
ventriculus lateralis	боковой желудочек	бакавы´ страўнічо´к	@
pars centralis	центральная часть	цэнтра´льная ча´стка	
cornu anterius	передний рог	пярэ´дні рог	
cornu posterius	задний рог	за´дні рог	
cornu inferius	нижний рог	ні´жні рог	
corpus striatum	полосатое тело	паласа´тае це´ла	
nucleus caudatus	хвостатое ядро	хваста´тае ядро´	
caput nuclei caudati	головка хвостатого ядра	гало´ўка хваста´тага ядра´	
cauda nuclei caudati	хвост хвостатого ядра	хвост хваста´тага ядра´	
stria terminalis	конечная полоска	канца´вая пало´ска	
lamina affixa	прикладная пластинка	прымацава´ны пласто´к	
taenia chorioidea	ремешок сосудистого сплетения	варсава´тая  тасе´мка	
lamina chorioidea epithelialis	эпителиальная пластинка сосудистого сплетения	пакры´тнічны варсава´ты пласто´к	
calcar avis (bulbus cornus posterioris)	шпора птицы (луковица заднего рога)	птушы´ная шпо´ра (цыбу´ліна за´дняга ро´гу)	
eminentia collateralis	боковое возвышение	прыбо´чнае ўзвы´шша	
trigonum collaterale	боковой треугольник	прыбо´чны трыку´тнік	
hippocampus [217]	Аммониев рог	мо´рскі конь	
fimbria hippocampi	бахромка Аммониева рога	махры´ мо´рскага каня´	
taenia fimbriae	ремешок бахромки	тасе´мка махро´ў	
digitationes hippocampi [219]	пальцы Аммониева рога	пальцава´тыя ча´сткі мо´рскага каня´	
fascia dentata hippocampi	зубчатая извилина Аммониева рога	зубча´стая пялё´ньніца мо´рскага каня´	
commissura hippocampi	спайка Аммониева рога	зьвя´зак мо´рскага каня´	
rhiinencephalon	обонятельный  мозг	ню´хальныя мазгі´	@
sulcus parolfactorius anterior	околообонятельная передняя борозда	пярэ´дняя прыню´хальная баразна´	
pars anterior rhinencephali	передняя часть обонятельного мозга	пярэ´дняя ча´стка ню´хальных мазго´ў	@
lobus olfactorius	обонятельная доля	ню´хальная до´ля	
bulbus olfactorius	обонятельная луковица	ню´хальная цыбу´ліна	
tractus olfactorius	обонятельный тракт	ню´хальны тракт	
trigonum olfactorium	обонятельный треугольник	ню´хальны трыку´тнік	
stria medialis	внутренняя полоска	прысярэ´дняя пало´ска	
stria intermedia	промежуточная полоска	праміжле´глая пало´ска	
area parolfactoria (Brocae)	околообонятельный кружок (Брока)	прыню´хальны кружо´к (Бро´ка)	
sulcus parolfactorius posterior	околообонятельная задняя борозда	за´дняя прыню´хальная баразна´	
pars posterior rhinencephali	задняя часть обонятельного  мозга	за´дняя ча´стка ню´хальных мазго´ў	@
gyrus subcallosus s. pedunculus corporis callosi	подмозолистая извилина или ножка мозолистого тела	падмазо´лістая лукаві´на альбо´ но´жка мазо´лістага це´ла	
substantia perforata anterior	переднее продырявленное вещество	пярэ´дняя прасьвідро´ваная матэ´рыя	
stria olfactoria lateralis	наружная обонятельная полоска	бакава´я ню´хальная пало´ска	
limen insulae	порог островка	паро´г вы´спачкі	
tuber olfactorium	обонятельный бугор	ню´хальны груд	
vallecula cerebri lateralis	наружная долинка мозга	бакава´я далі´нка мазго´ў	
ventriculus olfactorius	обонятельный желудочек	ню´хальны страўнічо´к	
stria dorsalis	тыльная полоска	ты´льная пало´ска	
sectiones telencephali	разрезы конечного мозга	разрэ´зы канцавы´х мазго´ў	@
substantia corticalis	корковое вещество	ко´рачная матэ´рыя	
centrum semiovale	полуовальный центр	палуова´льны асяро´дак	
decursus fibrarum  cerebralium	ход мозговых волокон	ход мазго´вых вало´кнаў	
fibrae arcuatae cerebri	дугообразные волокна мозга	дугава´тыя вало´кны мазго´ў	
cingulum	пояс	по´яс	
fasciculus longitudinalis superior	верхний продольный пучок	ве´рхні прадо´ўжны пучо´к	
fasciculus longitudinalis inferior	нижний продольный пучок	ні´жні прадо´ўжны пучо´к	
fasciculus uncinatus	крючковидный пучок	кручкава´ты пучо´к	
radiatio corporis callosi	лучистый венец мозолистого тела	прамяні´стасьць мазо´лістага це´ла	
pars frontalis	лобная часть	ло´бная ча´стка	
pars parietalis	теменная часть	цемянна´я ча´стка	
pars temporalis	височная часть	скро´невая ча´стка	
pars occipitalis	затылочная часть	паты´лічная ча´стка	
tapetum [219]	покрывало	кілі´м. по´крыўка	
nucleus lentiformis	чечевичное ядро	сачаві´чнае ядро´	
putamen	шелуха	лупі´на	
globus pallidus	бесцветный шар	бляда´я га´лка	
claustrum [221]	ограда	агаро´жа	
capsula externa	наружная сумка	во´нкавая ка´псуля	
capsula interna	внутренняя сумка	нутрана´я ка´псуля	
genu capsulae internae	колено внутренней капсулы	кале´на нутрано´е ка´псулі	
pars frontalis capsulae internae	лобная часть внутренней капсулы	ло´бная ча´стка нутрано´е ка´псулі	
pars occipitalis capsulae internae	затылочная часть внутренней капсулы	паты´лічная ча´стка нутрано´е ка´псулі	
nucleus amygdalae	ядро миндалины	ядро´ мігда´ліцы	
corona radiata	лучистый венец	прамяні´сты вяно´к	
pars frontalis	лобная часть	ло´бная ча´стка	
pars parietalis	теменная часть	цемянна´я ча´стка	
pars temporalis	височная часть	скро´невая ча´стка	
pars occipitalis	затылочная часть	паты´лічная ча´стка	
radiatio corporis striati	лучистый венец полосатого тела	прамяні´стасьць паласа´тага це´ла	
radiatio occipitothalamica (Gratioleti)	затылочно-зрительный лучистый венец (Гратиоле)	паты´лічна-зро´чная прамяні´стасьць (Гратыоле´)	
commissura anterior cerebri	передняя спайка мозга	пярэ´дні зьвя´зак мазго´ў	
pars anterior	передняя часть	пярэ´дняя ча´стка	
pars posterior	задняя часть	за´дняя ча´стка	
fibrae arcuatae gyrorum	дугообразные волокна извилин	дугава´тыя вало´кны лукаві´н	
fasciculus subcallosus	подмозолистый пучок	падмазо´лісты пучо´к	
fasciculus verticalis (Wernicke)	вертикальный пучок (Вернике)	вэртыка´льны пучо´к (Вэ´рніке)	
tractus cerebrospinalis	мозговоспинно-мозговой тракт	мазго´васьпі´нны тракт	
tractus frontopontinus	лобномостовой тракт	ло´бнамасто´вы тракт	
tractus temporopontinus	височномостовой тракт	скро´немасто´вы тракт	
meninges	оболочки мозга	павало´кі мазго´ў	@
dura mater encephali	твердая мозговая оболочка головного мозга	цьвё´рдая мазго´вая абало´нка галаўны´х мазго´ў	
falx cerebri	серповидный отросток твердой мозговой оболочки	серп мазго´ў	
tentorium cerebelli	покрывало мозжечка	пала´тка мо´зачкаў	
falx cerebelli	серповидный отросток мозжечка	серп мо´зачкаў	
diaphragma sellae	диафрагма седла	перагаро´дка сядла´	
foramen diaphragmatis sellae	отверстие диафрагмы седла	атво´рына перагаро´дкі сядла´	
incisura tentorii	вырезка покрывала	вы´разка пала´ткі	
dura mater spinalis	твердая мозговая оболочка спинного мозга	цьвё´рдая мазго´вая абало´нка сьпі´нных мазго´ў	
filum durae matris spinalis	нить твердой мозговой оболочки спинного мозга	ні´тка цьвё´рдае мазго´вае абало´нкі сьпі´нных мазго´ў	
cavum epidurale	пространство поверх твердой мозговой оболочки	по´ласьць над цьвё´рдаю мазго´ваю абало´нкаю	
cavum subdurale	пространство под твердой мозговой оболочкой	по´ласьць пад цьвё´рдаю мазго´ваю абало´нкаю	
arachnoidea spinalis [222]	паутинная оболочка спинного мозга	павуці´нная павало´ка сьпі´нных мазго´ў	
arachnoidea encephali	паутинная оболочка головного мозга	павуці´нная павало´ка галаўны´х мазгоў	
cavum subarachnoidale	подпаутинное пространство	падпавуці´нная по´ласьць	
cisternae subarachnoidales	подпаутинные цистерны	падпавуці´нныя збо´рні	
cisterna cerebellomedullaris	цистерна мозжечка и спинного мозга	мо´зачкавасьпі´нная збо´рня	
cisterna fossae lateralis cerebri (Sylvii)	цистерна боковой ямки мозга (Сильвия)	збо´рня бакаво´е я´міны мазго´ў (Сы´львія)	
cisterna chiasmatis	цистерна перекреста	збо´рня зро´чнага скрыжава´ньня	
cisterna interpeduncularis	цистерна между ножками мозга	міжно´жкавая збо´рня	
cisterna venae magnae cerebri	цистерна большой вены мозга	збо´рня вялі´кае вэ´ны мазго´ў	
granulationes arachnoidales (Pachioni)	пахионовы грануляции паутинной оболочки	павуці´нныя зернава´тасьці (Пахіо´на)	
pia mater spinalis	мягкая мозговая оболочка спинного мозга	мя´ккая мазго´вая павало´ка сьпі´нных мазго´ў	
ligamentum denticulatum	зубчатая связка	зу´бчасты зьвяз	
saeptum cervicale intermedium	шейная промежуточная перегородка	праме´жная шы´йная перагаро´дка	
pia mater encephali	мягкая мозговая оболочка головного мозга	мя´ккая мазго´вая павало´ка галаўны´х мазго´ў	
tela chorioidea ventriculi quarti	сосудистая покрышка четвертого желудочка	варсава´тая тка´нка чацьвё´ртага страўнічка´	
plexus chorioideus ventriculi quarti	сосудистое сплетение четвертого желудочка	варсава´татае спляце´ньне чацьвё´ртага страўнічка´	
tela chorioidea ventriculi tertii	сосудистая покрышка третьего желудочка	варсава´тая тка´нка трэ´цяга страўнічка´	
plexus chorioideus ventriculi tertii	сосудистое сплетение третьего желудочка	варсава´тае спляце´ньне трэ´цяга страўнічка´	
Plexus chorioideus ventriculi lateralis	сосудистое сплетение бокового  желудочка	варсава´тае спляце´ньне бакаво´га страўнічка´	
glomus chorioideum	сосудистый клубок	варсава´ты клубо´к	
acervulus	мозговой песок	мазго´вы пясо´к	
plica petroclinoidea medialis	внутренняя каменистоосновная складка	прысярэ´дняя каменява´тапахі´леная скла´дка	
Plica petroclinoidea lateralis	наружная каменистоосновная складка	бакава´я каменява´тапахі´леная скла´дка	
liquor encephalospinalis	околомозговая жидкость	мазго´вая жы´жка	
liquor subarachnoidalis	подпаутинная жидкость	падпавуці´нная жы´жка	
cisterna pontis media	средняя цистерна моста	сярэ´дняя збо´рня мо´сту	
cisterna pontis lateralis	боковая цистерна моста	бакавая зборня мосту	
cisterna laminae terminalis	цистерна конечной пластинки	збо´рня канцаво´га пластка´	
cisterna corporis callosi	цистерна мозолистого тела	збо´рня мазо´лістага це´ла	
cisterna ambiens [223]	окружающая цистерна	навако´льная збо´рня	
systema nervorum periphericum 	периферическая нервная система	пэрыфэры´чная нэрво´вая сыстэ´ма 	@@
nervi cerebrales	черепномозговые нервы	чарапны´я нэ´рвы	@
nervus terminalis	конечный нерв	канцава´я нэ´рва	
nervi  olfactorii	обонятельные нервы	ню´хальныя нэ´рвы	@
nervi olfactorii mediales	внутренние обонятельные нервы	прысярэ´днія ню´хальныя нэ´рвы	
nervi olfactorii laterales	наружные обонятельные нервы	бакавы´я ню´хальныя нэрвы´	
nervus opticus	зрительный нерв	зро´чная нэ´рва	@
nervus oculomotorius	глазодвигательный нерв	во´кару´хальная нэ´рва	@
ramus superior	верхняя ветвь	ве´рхняя галі´на	
ramus inferior	нижняя ветвь	ні´жняя галі´на	
radix brevis ganglii ciliaris	короткий корешок ресничного узла	каро´ткі карэ´нчык ве´йкавага вузла´	
nervus trochlearis	блоковый нерв	блё´чная нэ´рва	@
decussatio nervorum trochlearium	перекрест блоковых нервов	скрыжава´ньне блё´чных нэ´рваў	
nervus trigeminus	тройничный нерв	трайча´стая нэ´рва	@
portio major	большая часть	бо´льшая ча´стка	
ganglion semilunare (Gasseri)	полулунный узел (Гассера)	серпава´ты ву´зел (Га´ссэра)	
portio minor	меньшая часть	ме´ншая ча´стка	
nervus ophthalmicus [224]	глазничный нерв	во´чная або вако´вічная нэ´рва	@
nervus tentorii	нерв покрывала мозжечка	нэ´рва пала´ткі	
nervus lacrimalis	слезный нерв	сьлё´зная нэ´рва	
ramus anastomoticus cum n. zygomatico	анастомотическая ветвь со скуловым нервом	анастомо´зная галі´на да ску´лічнае нэ´рвы	
rami lacrimales	ветви к слезной железе	галі´ны да сьлё´знае зало´зы	
ramus palpebralis	ветвь к веку	паве´кавая галі´на	
nervus frontalis	лобный нерв	ло´бная нэ´рва	
nervus supraorbitalis	надглазничный нерв	надвако´вічная нэ´рва	
ramus frontalis	лобная ветвь	ло´бная галі´на	
nervus supratrochlearis	надблоковый нерв	надблё´чная нэ´рва	
nervus nasociliaris	носоресничный нерв	но´саве´йкавая нэ´рва	
radix longa ganglii ciliaris	длинный корешок ресничного узла	до´ўгі карэ´нчык ве´йкавага вузла´	
nervi ciliares longi [225]	длинные ресничные нервы	до´ўгія ве´йкавыя нэ´рвы	
nervus ethmoidalis posterior	задний решетчатый нерв	за´дняя рашо´тнічная нэ´рва	
nervus ethmoidalis anterior	передний решетчатый нерв	пярэ´дняя рашо´тнічная нэ´рва	
rami nasales anteriores	передние носовые ветви	пярэ´днія насавы´я галі´ны	
rami nasales interni	внутренние носовые ветви	нутраны´я насавы´я галі´ны	
rami nasales laterales	боковые носовые ветви	бакавы´я насавы´я галі´ны	
rami nasales mediales	медиальные носовые ветви	прысярэ´днія насавы´я галі´ны	
ramus nasalis externus	наружная носовая ветвь	во´нкавая насава´я галі´на	
nervus infratrochlearis	подблоковый нерв	падблё´чная нэ´рва	
ramus palpebralis superior	ветвь для верхнего века	ве´рхняя паве´кавая галі´на	
ramus palpebralis inferior	ветвь для нижнего века	ні´жняя паве´кавая галі´на	
ganglion ciliare	ресничный узел	ве´йкавы  ву´зел	@
nervi ciliares breves	короткие ресничные нервы	каро´ткія ве´йкавыя нэ´рвы	
radix media s. sympathica	средний или симпатический корешок	сярэ´дні альбо´  сымпаты´йны карэ´нчык	
nervus maxillaris	верхнечелюстной нерв	ве´рхняскі´вічная нэ´рва	@
nervus meningeus (medius)	нерв твердой мозговой оболочки (средний)	нэ´рва цьвё´рдае мазго´вае абало´ны (сярэ´дняя)	
nervus zygomaticus	скуловой нерв	ску´лічная нэ´рва	
ramus zygomaticotemporalis	скуловисочная ветвь	ску´лічнаскро´невая галі´на	
ramus zygomaticofacialis	скулолицевая ветвь	ску´лічнатва´рная галі´на	
nervi sphenopalatini	основнонебные нервы	клінава´тападнябе´нныя нэ´рвы	
nervi alveolares superiores	верхние луночковые нервы	ве´рхнія мі´сачныя нэ´рвы	
rami alveolares superiores posteriores	верхние задние луночковые ветви	ве´рхнія за´днія мі´сачныя галі´ны	
nervus infraorbitalis	подглазничный нерв	падвако´вічная нэ´рва	
ramus alveolaris superior medius	верхняя средняя луночковая ветвь	ве´рхняя сярэ´дняя мі´сачная галі´на	
rami alveolares superiores anteriores	верхние передние луночковые ветви	ве´рхнія пярэ´днія мі´сачныя галі´ны	
plexus dentalis superior	верхнее зубное сплетение	ве´рхняе зубно´е спляце´ньне	
rami dentales superiores	верхние зубные ветви	ве´рхнія зубны´я галі´ны	
rami gingivales superiores	верхние ветви десны	ве´рхнія дзя´снавыя галі´ны	
rami palpebrales inferiores	ветви для нижнего века	ні´жнія паве´кавыя галі´ны	
rami nasales externi	наружные носовые ветви	во´нкавыя насавы´я галі´ны	
rami nasales interni	внутренние носовые ветви	нутраны´я насавы´я галі´ны	
rami labiales superiores	ветви для верхней губы	ве´рхнія губны´я галі´ны	
pes anserinus minor	малая гусиная лапка	ме´ншая гусі´ная ла´пка	
ganglion sphenopalatinum	основнонебный узел	клінава´тападнябе´нны  ву´зел	@
rami orbitales	глазничные ветви	вако´вічныя галі´ны	
nervus canalis pterygoidei (Vidii)	нерв крыловидного канала (Видия)	нэ´рва крылава´тага хо´ду (Ві´дыя)	
nervus petrosus superficialis major	большой верхний каменистый нерв	бо´льшая павярхо´ўная нэ´рва каменява´тае ча´сткі	
nervus petrosus profundus	глубокий каменистый нерв	глыбо´кая нэ´рва каменява´тае ча´сткі	
rami nasales posteriores superiores laterales	верхние задние носовые наружные ветви	ве´рхнія за´днія бакавы´я насавы´я галі´ны	
rami nasales posteriores superiores mediales	верхние задние носовые внутренние ветви	ве´рхнія за´днія прысярэ´днія насавы´я галі´ны	
nervus nasopalatinus(Scarpae)	носонебный нерв (Скарпы)	но´сападнябе´нная нэ´рва (Ска´рпы)	
rami nasales posteriores inferiores (laterales)	нижние задние носовые ветви (наружные)	ні´жнія за´днія (бакавы´я) насавы´я галі´ны	
nervi palatini	небные нервы	паднябе´нныя нэ´рвы	
nervi palatinus anterior	передний небный нерв	пярэ´дняя паднябе´нная нэ´рва	
nervus palatinus medius	средний небный нерв	сярэ´дняя паднябе´нная нэ´рва	
nervus palatinus posterior	задний небный нерв	за´дняя паднябе´нная нэ´рва	
nervus mandibularis	нижнечелюстной нерв	ні´жняскі´вічная нэ´рва	@
nervus spinosus	остистый нерв	васьцява´тая нэ´рва	
nervus masticatorius [226]	нерв жевания	жава´льная нэ´рва	
nervus massetericus	жевательный нерв	жава´льнічная нэ´рва	
nervi temporales profundi	глубокие височные нервы	глыбо´кія скро´невыя нэ´рвы	
nervus temporalis profundus posterior	задний глубокий височный нерв	за´дняя глыбо´кая скро´невая нэ´рва	
nervus temporalis profundus anterior	передний глубокий височный нерв	пярэ´дняя глыбо´кая скро´невая нэ´рва	
nervus buccinatorius	щечный нерв	шчо´чная нэ´рва	
nervus pterygoideus externus	наружный крыловидный нерв	во´нкавая крылава´тая нэ´рва	
nervus pterygoideus internus	внутренний крыловидный нерв	нутрана´я крылава´тая нэ´рва	
nervus auriculotemporalis	ушновисочный нерв	ву´шнаскро´невая нэ´рва	
nervus meatus auditorii externi	нерв наружного слухового прохода	нэ´рва во´нкавага слухаво´га прахо´ду	
ramus membranae tympani	ветвь к барабанной перепонке	галі´на бубе´ннае бало´ны	
rami parotidei	ветви околоушной железы	прыву´шныя галі´ны	
rami anastomotici cum n. faciali	анастомотические ветви с лицевым нервом	анастомо´зныя галі´ны да тва´рнае нэ´рвы	
nervi auriculares anteriores	передние ушные нервы	пярэ´днія вушны´я нэ´рвы	
rami temporales superficiales	поверхностные височные ветви	павярхо´ўныя скро´невыя галі´ны	
nervus lingualis	язычный нерв	язы´чная нэ´рва	
rami isthmi faucium	ветви зева	зё´ўныя галі´ны	
rami anastomotici cum  n. hypoglosso	анастомотические ветви  к под‘язычному нерву	анастомо´зныя галі´ны да пад‘язы´чнае нэ´рвы	
nervus sublingualis	под'язычный нерв	пад‘язы´чная нэ´рва	
rami linguales	язычные ветви	язы´чныя галі´ны	
nervus alveolaris inferior	нижний луночковый нерв	ні´жняя мі´сачная  нэ´рва	
plexus dentalis inferior	нижнее зубное сплетение	ні´жняе зубно´е спляце´ньне	
rami dentales inferiores	нижние зубные ветви	ні´жнія зубны´я галі´ны	
rami gingivales inferiores	ветви нижней  десны	ні´жнія дзя´снавыя галі´ны	
nervus mylohyoideus	челюстнопод'язычный нерв	ні´жняскі´вічна-пад‘язы´чная нэ´рва	
nervus mentalis	подбородочный нерв	падбаро´дачная нэ´рва	
rami mentales	подбородочные  ветви 	падбаро´дачныя галі´ны	
rami labiales inferiores	ветви нижней губы	ні´жнія губны´я галі´ны	
ganglion o ticum	ушной узел	вушны´ ву´зел	@
nervus petrosus superficialis minor	поверхностный малый каменистый нерв	ме´ншая павярхо´ўная нэ´рва каменява´тае ча´сткі	
nervus tensoris veli palatini	нерв мышцы напрягающей мягкое небо	нэ´рва напру´жальніцы паднябе´ннае засло´ны	
nervus tensoris tympani	нерв мышцы напрягающей барабанную перепонку	нэ´рва напру´жальніцы бубе´ннае бало´ны	
ramus anastomoticus cum  n. spinoso	анастомотическая ветвь с остистым нервом	анастомо´зная галі´на да васьцява´тае нэ´рвы	
ramus anastomoticus cum chorda tympani	анастомотическая ветвь с барабанной струной	анасто´мозная галі´на да бубе´ннае струны´	
nervulus sphenoidalis internus	внутренний основный нерв	нутрана´я клінава´тая нэ´рвачка	
nervulus sphenoidalis externus	наружный основный нерв	во´нкавая клінава´тая нэ´рвачка	
ganglion submaxillare	подчелюстный узел	падскі´вічны ву´зел	@
rami communicantes cum  n. linguali	соединительные ветви с язычным нервом	анастомо´зныя галі´ны да язы´чнае нэ´рвы	
rami submaxillares	подчелюстные ветви	падскі´вічныя галі´ны	
nervus abducens	отводящий нерв	адво´дная нэ´рва	@
nervus facialis	лицевой нерв	тва´рная нэ´рва	@
geniculum n. facialis	колено лицевого нерва	кале´нца тва´рнае  нэ´рвы	
ganglion geniculi	коленный узел	ву´зел кале´нца	
nervus stapedius	нерв для мышцы стремени	страмянна´я нэ´рва	
ramus anastomoticus cum plexu tympanico	анастомотическая ветвь с барабанным сплетением	анастомо´зная галі´на да бубе´ннага спляце´ньня	
nervus auricularis posterior	задний ушной  нерв	за´дняя вушна´я нэ´рва	
ramus occipitalis	затылочная ветвь	паты´лічная галі´на	
ramus digastricus	ветвь к двубрюшной мышце	двухжыватко´вая галі´на	
ramus stylohyoideus	шилопод‘язычная ветвь	шылава´тапад‘язы´чная галі´на	
ramus anastomoticus cum  n. glossopharyngeo	анастомотическая ветвь с языко-глоточным нервом	анастомо´зная галі´на да язы´чна-гло´тачнае нэ´рвы	
plexus parotideus	сплетение околоушной железы	прыву´шнае спляце´ньне	
rami temporales	височные ветви	скро´невыя галі´ны	
rami zygomatici	скуловые ветви	ску´лічныя галі´ны	
rami buccales	щечные ветви	шчо´чныя галі´ны	
ramus marginalis mandibulae	краевая ветвь нижней челюсти	кра´йняя галі´на ні´жняе скі´віцы	
ramus colli	шейная ветвь	шы´йная галі´на	
ramus anastomoticus cum  ramo auriculari  n. vagi	анастомотическая ветвь с ушной ветвью блуждающего нерва 	анастомо´зная галі´на з вушно´ю галі´наю блука´льнае нэ´рвы	
nervus intermedius	промежуточный  нерв	праміжле´глая нэ´рва	@
chorda tympani	барабанная струна	бубе´нная струна´	
nervus acusticus [227]	слуховой нерв	слухава´я нэ´рва	@
radix cochlearis	корешок улитки	скру´тачны ко´рань	
radix vestibularis	корешок преддверия	прысе´начны ко´рань	
fila anastomotica	анастомотические нити	анастомо´зныя ні´ткі	
nervus vestibuli	нерв преддверия	прысеначная нэрва	@
ganglion vestibulare	узел преддверия	прысе´начны ву´зел	
nervus utricularis	нерв полуэллиптического мешочка	нэ´рва эліпты´чнага мяшо´чка	
nervus ampullaris superior	нерв верхнего расширения	ве´рхняя гарла´чыкавая нэ´рва	
nervus ampullaris lateralis	нерв бокового расширения	бакава´я гарла´чыкавая нэ´рва	
nervus ampullaris inferior	нерв нижнего расширения	ні´жняя гарла´чыкавая нэ´рва	
nervus cochleae	нерв улитки	нэ´рва скру´тк а	@
ganglion spirale	спиральный узел	сьпіра´льны ву´зел	
nervus saccularis	нерв мешочка	кру´гламяшо´чкавая нэ´рва	
nervus glossopharyngeus	языкоглоточный нерв	язы´чнагло´тачная нэ´рва	@
ganglion superius	верхний узел	ве´рхні ву´зел	
ganglion petrosum	каменистый узел	камяні´сты ву´зел	
nervus tympanicus intumescentia tympanica	барабанный нерв	бубе´нная нэ´рва	
plexus tympanicus (Jacobsoni)	барабанное сплетение (Якобсона)	бубе´ннае спляце´ньне (Я´кобсона)	
nervus caroticotympanicus superior	верхний соннобарабанный нерв	ве´рхняя со´ннабубе´нная нэ´рва	
nervus caroticotympanicus inferior	нижний соннобарабанный нерв	ні´жняя со´ннабубе´нная нэ´рва	
ramus tubae	ветвь трубы	галі´на трубы´	
ramus anastomoticus cum ramo auriculari  n. vagi	анастомотическая ветвь с ушной ветвью блуждающего нерва	анастомо´зная галі´на да вушно´е галі´ны блука´льнае нэ´рвы	
rami pharyngei	глоточные ветви	гло´тачныя галі´ны	
rainus stylopharyngeus	шилоглоточная ветвь	шылава´тагло´тачная галі´на	
rami tonsillares	ветви миндалины	мігда´лічныя галі´ны	
rami linguales	язычные ветви	язы´чныя галі´ны	
ramuli tympanici	барабанные веточки	бубе´нныя галі´нкі	
ramus anastomoticus cum n. sympathico	анастомотическая ветвь с симпатическим нервом	анастомо´зная галі´на да сымпаты´йнае нэ´рвы	
ramus anastomoticus cum  n. faciali	анастомотическая ветвь с лицевым нервом	анастомо´зная галі´на да тва´рнае нэ´рвы	
nervus vagus	блуждающий нерв	блука´льная нэ´рва	@
ganglion jugulare	яремный узел	ярэ´мны ву´зел	
ganglion nodosum [228]	пучковидный узел	пучкава´ты ву´зел	
ramus meningeus	ветвь к твердой мозговой оболочке	галі´на да цьвё´рдае мазго´вае абало´ны	
ramus auricularis	ушная ветвь	вушна´я галі´на	
ramus anastomoticus cum n. glossopharyngeo	анастомотическая ветвь с языко-глоточным нервом	анастомо´зная галі´на да язы´чна-гло´тачнае нэ´рвы	
rami pharyngei	глоточные ветви	гло´тачныя галі´ны	
plexus pharyngeus	глоточное сплетение	гло´тачнае спляце´ньне	
nervus laryngeus superior	верхний гортанный нерв	ве´рхняя гарля´чная нэ´рва	
ramus externus	наружная ветвь	во´нкавая галі´на	
ramus internus	внутренняя ветвь	нутрана´я галі´на	
ramus anastomoticus cum  n. laryngeo inferiore	анастомотическая ветвь с нижним гортанным нервом	анастомо´зная галі´на да ні´жняе	
rami cardiaci superiores	верхние сердечные ветви	ве´рхнія сэ´рцавыя галі´ны	
nervus depressor	замедляющий нерв	прыгнята´льная нэ´рва	
nervus recurrens	возвратный нерв	зваро´тная нэ´рва	
rami cardiaci inferiores	нижние сердечные ветви	ні´жнія сэ´рцавыя галі´ны	
rami tracheales	ветви к дыхательному горлу	дыхні´чныя галі´ны	
rami oesophagei	ветви к пищеводу	стравахо´дныя галі´ны	
nervus laryngeus inferior	нижний гортанный нерв	ні´жняя гарля´чная нэ´рва	
