##Title: Слоўнік фізічнае тэрмінолёгіі (праект) (БНТ)
##HTMLDescription_BEGIN
<div>
	<p class="dictdesc-st">Створана на падставе:</p>
	<p><b>Слоўнік фізічнае тэрмінолёгіі (праект)</b>. Менск: Інбелкульт, 1929.</p>
</div>
<div>
	<p class="spoiler">Прадмова</p>
	<p>3 даручэньня Інстытуту Навуковае Мовы проект фізычнае тэрмінолёгіі быў апрацаваны выкладчыкам фізыкі ў Белпэдтэхнікуме і ў Б. Дз. Унівэрсытэце А. Ю. Міцкевічам ў 1927−1928 гадох у трох мовах: расійскай, беларускай і францускай; пры гэтым у аснову клаліся такія прынцыпы:</p>
	<p>1) Наблізіць да Інтэрнацыянальнае фізычнае тэрмінолёгіі,</p>
	<p>2) Скарыстаць багацьце жывой народнай мовы.</p>
	<p>Для ажыцьцяўленьня апошняга прынцыпу ўкладальнік імкнуўся скарыстаць, апроч матар’ялаў кніжных і слоўнікаў, і сваю сувязь з студэнтамі (родам з розных мясцовасьцяй Беларусі) Белпэдтэхнікуму і Пэдфаку Б. Дз. У.</p>
	<p>Ніжэйпаданы проект фізычнае тэрмінолёгіі імкнецца задаволіць патрэбы школ усіх тыпаў, пачынаючы з сямілеткі і канчаючы вышэйшымі школамі. Выкарыстана наступная літаратура:</p>
	<p><i>Менн и Твисс</i>. − Учебник физики.</p>
	<p><i>А. Цингер</i>. − Начальная физика.</p>
	<p><i>А. Бачинский</i>. − Учебник физики на производственной основе. Ч. 1, 2.</p>
	<p><i>Б. Бачинский</i>. Физика в трех книгах.</p>
	<p><i>И. Григорьев</i>. − Курс физики. Ч. 1, 2. </p>
	<p><i>Э. Варбур</i>г. − Учебник опытной физики.</p>
	<p><i>В. Михельсон</i>. − Физика. T. 1, 2.</p>
	<p><i>Э. Лехер</i>. − Курс физики для медиков и биологов.</p>
	<p><i>Н. Умов</i>. − Курс физики. T. 1, 2.</p>
	<p><i>Г. Лоренц</i>. − Курс физики. T. 1, 2.</p>
